,pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
397,398,Staraptor,4,Normal,Flying,Predator Pokémon,0,120,50,70,60,85,100,485,1.2,24.9,50.0,45,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
399,400,Bibarel,4,Normal,Water,Beaver Pokémon,0,85,55,60,60,79,71,410,1.0,31.5,50.0,127,1000000,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
405,406,Budew,4,Grass,Poison,Bud Pokémon,0,30,50,35,70,40,55,280,0.2,1.2,50.0,255,1059860,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
406,407,Roserade,4,Grass,Poison,Bouquet Pokémon,0,70,125,65,105,60,90,515,0.9,14.5,50.0,75,1059860,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
409,410,Shieldon,4,Rock,Steel,Shield Pokémon,0,42,42,118,88,30,30,350,0.5,57.0,88.1,45,600000,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
410,411,Bastiodon,4,Rock,Steel,Shield Pokémon,0,52,47,168,138,60,30,495,1.3,149.5,88.1,45,600000,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
412,413,Wormadam,4,Bug,Grass,Bagworm Pokémon,0,69,69,95,95,60,36,424,0.5,6.5,0.0,45,1000000,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
413,414,Mothim,4,Bug,Flying,Moth Pokémon,0,94,94,50,50,70,66,424,0.9,23.3,100.0,45,1000000,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
414,415,Combee,4,Bug,Flying,Tiny Bee Pokémon,0,30,30,42,42,30,70,244,0.3,5.5,88.1,120,1059860,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
415,416,Vespiquen,4,Bug,Flying,Beehive Pokémon,0,80,80,102,102,70,40,474,1.2,38.5,0.0,45,1059860,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
422,423,Gastrodon,4,Water,Ground,Sea Slug Pokémon,0,83,92,68,82,111,39,475,0.9,29.9,50.0,75,1000000,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
424,425,Drifloon,4,Ghost,Flying,Balloon Pokémon,0,50,60,34,44,90,70,348,0.4,1.2,50.0,125,1640000,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
425,426,Drifblim,4,Ghost,Flying,Blimp Pokémon,0,80,90,44,54,150,80,498,1.2,15.0,50.0,60,1640000,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0
429,430,Honchkrow,4,Dark,Flying,Big Boss Pokémon,0,125,105,52,52,100,71,505,0.9,27.3,50.0,30,1059860,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
433,434,Stunky,4,Poison,Dark,Skunk Pokémon,0,63,41,47,41,63,74,329,0.4,19.2,50.0,225,1000000,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
434,435,Skuntank,4,Poison,Dark,Skunk Pokémon,0,93,71,67,61,103,84,479,1.0,38.0,50.0,60,1000000,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
435,436,Bronzor,4,Steel,Psychic,Bronze Pokémon,0,24,24,86,86,57,23,300,0.5,60.5,,255,1000000,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
436,437,Bronzong,4,Steel,Psychic,Bronze Bell Pokémon,0,89,79,116,116,67,33,500,1.3,187.0,,90,1000000,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
438,439,Mime Jr.,4,Psychic,Fairy,Mime Pokémon,0,25,70,45,90,20,60,310,0.6,13.0,50.0,145,1000000,1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0
440,441,Chatot,4,Normal,Flying,Music Note Pokémon,0,65,92,45,42,76,91,411,0.5,1.9,50.0,30,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
441,442,Spiritomb,4,Ghost,Dark,Forbidden Pokémon,0,92,92,108,108,50,35,485,1.0,108.0,50.0,100,1000000,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,1.0
442,443,Gible,4,Dragon,Ground,Land Shark Pokémon,0,70,40,45,45,58,42,300,0.7,20.5,50.0,45,1250000,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
443,444,Gabite,4,Dragon,Ground,Cave Pokémon,0,90,50,65,55,68,82,410,1.4,56.0,50.0,45,1250000,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
444,445,Garchomp,4,Dragon,Ground,Mach Pokémon,0,170,120,115,95,108,92,700,1.9,95.0,50.0,45,1250000,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
447,448,Lucario,4,Fighting,Steel,Aura Pokémon,0,145,140,88,70,70,112,625,1.2,54.0,88.1,45,1059860,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
450,451,Skorupi,4,Poison,Bug,Scorpion Pokémon,0,50,30,90,55,40,65,330,0.8,12.0,50.0,120,1250000,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
451,452,Drapion,4,Poison,Dark,Ogre Scorp Pokémon,0,90,60,110,75,70,95,500,1.3,61.5,50.0,45,1250000,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0
452,453,Croagunk,4,Poison,Fighting,Toxic Mouth Pokémon,0,61,61,40,40,48,50,300,0.7,23.0,50.0,140,1000000,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
453,454,Toxicroak,4,Poison,Fighting,Toxic Mouth Pokémon,0,106,86,65,65,83,85,490,1.3,44.4,50.0,75,1000000,0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0
457,458,Mantyke,4,Water,Flying,Kite Pokémon,0,20,60,50,120,45,50,345,1.0,65.0,50.0,25,1250000,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
458,459,Snover,4,Grass,Ice,Frosted Tree Pokémon,0,62,62,50,60,60,40,334,1.0,50.5,50.0,120,1250000,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
459,460,Abomasnow,4,Grass,Ice,Frosted Tree Pokémon,0,132,132,105,105,90,30,594,2.2,135.5,50.0,60,1250000,2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5
460,461,Weavile,4,Dark,Ice,Sharp Claw Pokémon,0,120,45,65,85,70,125,510,1.1,34.0,50.0,45,1059860,2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0
461,462,Magnezone,4,Electric,Steel,Magnet Area Pokémon,0,70,130,115,90,70,60,535,1.2,180.0,,30,1000000,0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0
463,464,Rhyperior,4,Ground,Rock,Drill Pokémon,0,140,55,130,55,115,40,535,2.4,282.8,50.0,30,1250000,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0
467,468,Togekiss,4,Fairy,Flying,Jubilee Pokémon,0,50,120,95,115,85,80,545,1.5,38.0,88.1,30,800000,0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0
468,469,Yanmega,4,Bug,Flying,Ogre Darner Pokémon,0,76,116,86,56,86,95,515,1.9,51.5,50.0,30,1000000,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
471,472,Gliscor,4,Ground,Flying,Fang Scorp Pokémon,0,95,45,125,75,75,95,510,2.0,42.5,50.0,30,1059860,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
472,473,Mamoswine,4,Ice,Ground,Twin Tusk Pokémon,0,130,70,80,60,110,80,530,2.5,291.0,50.0,50,1250000,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0
474,475,Gallade,4,Psychic,Fighting,Blade Pokémon,0,165,65,95,115,68,110,618,1.6,52.0,100.0,45,1250000,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
475,476,Probopass,4,Rock,Steel,Compass Pokémon,0,55,75,145,150,60,40,525,1.4,340.0,50.0,60,1000000,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
477,478,Froslass,4,Ice,Ghost,Snow Land Pokémon,0,80,80,70,70,70,110,480,1.3,26.6,0.0,75,1000000,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0
478,479,Rotom,4,Electric,Ghost,Plasma Pokémon,0,65,105,107,107,50,86,520,0.3,0.3,,45,1000000,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0
482,483,Dialga,4,Steel,Dragon,Temporal Pokémon,1,120,150,120,100,100,90,680,5.4,683.0,,3,1250000,0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
483,484,Palkia,4,Water,Dragon,Spatial Pokémon,1,120,150,100,120,90,100,680,4.2,336.0,,3,1250000,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25
484,485,Heatran,4,Fire,Steel,Lava Dome Pokémon,1,90,130,106,106,91,77,600,1.7,430.0,50.0,3,1250000,0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0
486,487,Giratina,4,Ghost,Dragon,Renegade Pokémon,1,120,120,100,100,150,90,680,4.5,750.0,,3,1250000,0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5
491,492,Shaymin,4,Grass,Grass,Gratitude Pokémon,1,103,120,75,75,100,127,600,0.2,2.1,,45,1059860,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
493,494,Victini,5,Psychic,Fire,Victory Pokémon,1,100,100,100,100,100,100,600,0.4,4.0,,3,1250000,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
498,499,Pignite,5,Fire,Fighting,Fire Pig Pokémon,0,93,70,55,55,90,55,418,1.0,55.5,88.1,45,1059860,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
499,500,Emboar,5,Fire,Fighting,Mega Fire Pig Pokémon,0,123,100,65,65,110,65,528,1.6,150.0,88.1,45,1059860,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
518,519,Pidove,5,Normal,Flying,Tiny Pigeon Pokémon,0,55,36,50,30,50,43,264,0.3,2.1,50.0,255,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
519,520,Tranquill,5,Normal,Flying,Wild Pigeon Pokémon,0,77,50,62,42,62,65,358,0.6,15.0,50.0,120,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
520,521,Unfezant,5,Normal,Flying,Proud Pokémon,0,115,65,80,55,80,93,488,1.2,29.0,50.0,45,1059860,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
526,527,Woobat,5,Psychic,Flying,Bat Pokémon,0,45,55,43,43,65,72,323,0.4,2.1,50.0,190,1000000,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
527,528,Swoobat,5,Psychic,Flying,Courting Pokémon,0,57,77,55,55,67,114,425,0.9,10.5,50.0,45,1000000,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
529,530,Excadrill,5,Ground,Steel,Subterrene Pokémon,0,135,50,60,65,110,88,508,0.7,40.4,50.0,60,1000000,0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0
535,536,Palpitoad,5,Water,Ground,Vibration Pokémon,0,65,65,55,55,75,69,384,0.8,17.0,50.0,120,1059860,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
536,537,Seismitoad,5,Water,Ground,Vibration Pokémon,0,95,85,75,75,105,74,509,1.5,62.0,50.0,45,1059860,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
539,540,Sewaddle,5,Bug,Grass,Sewing Pokémon,0,53,40,70,60,45,42,310,0.3,2.5,50.0,255,1059860,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
540,541,Swadloon,5,Bug,Grass,Leaf-Wrapped Pokémon,0,63,50,90,80,55,42,380,0.5,7.3,50.0,120,1059860,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
541,542,Leavanny,5,Bug,Grass,Nurturing Pokémon,0,103,70,80,80,75,92,500,1.2,20.5,50.0,45,1059860,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
542,543,Venipede,5,Bug,Poison,Centipede Pokémon,0,45,30,59,39,30,57,260,0.4,5.3,50.0,255,1059860,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
543,544,Whirlipede,5,Bug,Poison,Curlipede Pokémon,0,55,40,99,79,40,47,360,1.2,58.5,50.0,120,1059860,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
544,545,Scolipede,5,Bug,Poison,Megapede Pokémon,0,100,55,89,69,60,112,485,2.5,200.5,50.0,45,1059860,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0
545,546,Cottonee,5,Grass,Fairy,Cotton Puff Pokémon,0,27,37,60,50,40,66,280,0.3,0.6,50.0,190,1000000,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
546,547,Whimsicott,5,Grass,Fairy,Windveiled Pokémon,0,67,77,85,75,60,116,480,0.7,6.6,50.0,75,1000000,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5
550,551,Sandile,5,Ground,Dark,Desert Croc Pokémon,0,72,35,35,35,50,65,292,0.7,15.2,50.0,180,1059860,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
551,552,Krokorok,5,Ground,Dark,Desert Croc Pokémon,0,82,45,45,45,60,74,351,1.0,33.4,50.0,90,1059860,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
552,553,Krookodile,5,Ground,Dark,Intimidation Pokémon,0,117,65,80,70,95,92,519,1.5,96.3,50.0,45,1059860,2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0
554,555,Darmanitan,5,Fire,Fire,Blazing Pokémon,0,30,140,105,105,105,55,540,1.3,92.9,50.0,60,1059860,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
556,557,Dwebble,5,Bug,Rock,Rock Inn Pokémon,0,65,35,85,35,50,55,325,0.3,14.5,50.0,190,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
557,558,Crustle,5,Bug,Rock,Stone Home Pokémon,0,105,65,125,75,70,45,485,1.4,200.0,50.0,75,1000000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
558,559,Scraggy,5,Dark,Fighting,Shedding Pokémon,0,75,35,70,70,50,48,348,0.6,11.8,50.0,180,1000000,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
559,560,Scrafty,5,Dark,Fighting,Hoodlum Pokémon,0,90,45,115,115,65,58,488,1.1,30.0,50.0,90,1000000,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
560,561,Sigilyph,5,Psychic,Flying,Avianoid Pokémon,0,58,103,80,80,72,97,490,1.4,14.0,50.0,45,1000000,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0
563,564,Tirtouga,5,Water,Rock,Prototurtle Pokémon,0,78,53,103,45,54,22,355,0.7,16.5,88.1,45,1000000,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
564,565,Carracosta,5,Water,Rock,Prototurtle Pokémon,0,108,83,133,65,74,32,495,1.2,81.0,88.1,45,1000000,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
565,566,Archen,5,Rock,Flying,First Bird Pokémon,0,112,74,45,45,55,70,401,0.5,9.5,88.1,45,1000000,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
566,567,Archeops,5,Rock,Flying,First Bird Pokémon,0,140,112,65,65,75,110,567,1.4,32.0,88.1,45,1000000,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0
579,580,Ducklett,5,Water,Flying,Water Bird Pokémon,0,44,44,50,50,62,55,305,0.5,5.5,50.0,190,1000000,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
580,581,Swanna,5,Water,Flying,White Bird Pokémon,0,87,87,63,63,75,98,473,1.3,24.2,50.0,45,1000000,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5
584,585,Deerling,5,Normal,Grass,Season Pokémon,0,60,40,50,50,60,75,335,0.6,19.5,50.0,190,1000000,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
585,586,Sawsbuck,5,Normal,Grass,Season Pokémon,0,100,60,70,70,80,95,475,1.9,92.5,50.0,75,1000000,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
586,587,Emolga,5,Electric,Flying,Sky Squirrel Pokémon,0,75,75,60,60,55,103,428,0.4,5.0,50.0,200,1000000,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
588,589,Escavalier,5,Bug,Steel,Cavalry Pokémon,0,135,60,105,105,70,20,495,1.0,33.0,50.0,75,1000000,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
589,590,Foongus,5,Grass,Poison,Mushroom Pokémon,0,55,55,45,55,69,15,294,0.2,1.0,50.0,190,1000000,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
590,591,Amoonguss,5,Grass,Poison,Mushroom Pokémon,0,85,85,70,80,114,30,464,0.6,10.5,50.0,75,1000000,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
591,592,Frillish,5,Water,Ghost,Floating Pokémon,0,40,65,50,85,55,40,335,1.2,33.0,50.0,190,1000000,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
592,593,Jellicent,5,Water,Ghost,Floating Pokémon,0,60,85,70,105,100,60,480,2.2,135.0,50.0,60,1000000,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5
594,595,Joltik,5,Bug,Electric,Attaching Pokémon,0,47,57,50,50,50,65,319,0.1,0.6,50.0,190,1000000,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
595,596,Galvantula,5,Bug,Electric,EleSpider Pokémon,0,77,97,60,60,70,108,472,0.8,14.3,50.0,75,1000000,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
596,597,Ferroseed,5,Grass,Steel,Thorn Seed Pokémon,0,50,24,91,86,44,10,305,0.6,18.8,50.0,255,1000000,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
597,598,Ferrothorn,5,Grass,Steel,Thorn Pod Pokémon,0,94,54,131,116,74,20,489,1.0,110.0,50.0,90,1000000,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5
606,607,Litwick,5,Ghost,Fire,Candle Pokémon,0,30,65,55,55,50,20,275,0.3,3.1,50.0,190,1059860,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
607,608,Lampent,5,Ghost,Fire,Lamp Pokémon,0,40,95,60,60,60,55,370,0.6,13.0,50.0,90,1059860,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
608,609,Chandelure,5,Ghost,Fire,Luring Pokémon,0,55,145,90,90,60,80,520,1.0,34.3,50.0,45,1059860,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0
617,618,Stunfisk,5,Ground,Electric,Trap Pokémon,0,66,81,84,99,109,32,471,0.7,11.0,50.0,75,1000000,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
621,622,Golett,5,Ground,Ghost,Automaton Pokémon,0,74,35,50,50,59,35,303,1.0,92.0,,190,1000000,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
622,623,Golurk,5,Ground,Ghost,Automaton Pokémon,0,124,55,80,80,89,55,483,2.8,330.0,,90,1000000,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0
623,624,Pawniard,5,Dark,Steel,Sharp Blade Pokémon,0,85,40,70,40,45,60,340,0.5,10.2,50.0,120,1000000,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0
