pokedex_number,name,generation,type1,type2,classfication,is_legendary,attack,sp_attack,defense,sp_defense,hp,speed,base_total,height_m,weight_kg,percentage_male,capture_rate,experience_growth,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
269,Dustox,3,Bug,Poison,Poison Moth Pokémon,0,50,50,70,90,60,65,385,1.2,31.6,50,45,1000000,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
270,Lotad,3,Water,Grass,Water Weed Pokémon,0,30,40,30,50,40,30,220,0.5,2.6,50,255,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
271,Lombre,3,Water,Grass,Jolly Pokémon,0,50,60,50,70,60,50,340,1.2,32.5,50,120,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
272,Ludicolo,3,Water,Grass,Carefree Pokémon,0,70,90,70,100,80,70,480,1.5,55.0,50,45,1059860,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
273,Seedot,3,Grass,,Acorn Pokémon,0,40,30,50,30,40,30,220,0.5,4.0,50,255,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
274,Nuzleaf,3,Grass,Dark,Wily Pokémon,0,70,60,40,40,70,60,340,1.0,28.0,50,120,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
275,Shiftry,3,Grass,Dark,Wickid Pokémon,0,100,90,60,60,90,80,480,1.3,59.6,50,45,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
276,Taillow,3,Normal,Flying,TinySwallow Pokémon,0,55,30,30,30,40,85,270,0.3,2.3,50,200,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
277,Swellow,3,Normal,Flying,Swallow Pokémon,0,85,75,60,50,60,125,455,0.7,19.8,50,45,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
278,Wingull,3,Water,Flying,Seagull Pokémon,0,30,55,30,30,40,85,270,0.6,9.5,50,190,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
279,Pelipper,3,Water,Flying,Water Bird Pokémon,0,50,95,100,70,60,65,440,1.2,28.0,50,45,1000000,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
280,Ralts,3,Psychic,Fairy,Feeling Pokémon,0,25,45,25,35,28,40,198,0.4,6.6,50,235,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
281,Kirlia,3,Psychic,Fairy,Emotion Pokémon,0,35,65,35,55,38,50,278,0.8,20.2,50,120,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
282,Gardevoir,3,Psychic,Fairy,Embrace Pokémon,0,85,165,65,135,68,100,618,1.6,48.4,50,45,1250000,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
283,Surskit,3,Bug,Water,Pond Skater Pokémon,0,30,50,32,52,40,65,269,0.5,1.7,50,200,1000000,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
284,Masquerain,3,Bug,Flying,Eyeball Pokémon,0,60,100,62,82,70,80,454,0.8,3.6,50,75,1000000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
285,Shroomish,3,Grass,,Mushroom Pokémon,0,40,40,60,60,60,35,295,0.4,4.5,50,255,1640000,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
286,Breloom,3,Grass,Fighting,Mushroom Pokémon,0,130,60,80,60,60,70,460,1.2,39.2,50,90,1640000,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
287,Slakoth,3,Normal,,Slacker Pokémon,0,60,35,60,35,60,30,280,0.8,24.0,50,255,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
288,Vigoroth,3,Normal,,Wild Monkey Pokémon,0,80,55,80,55,80,90,440,1.4,46.5,50,120,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
289,Slaking,3,Normal,,Lazy Pokémon,0,160,95,100,65,150,100,670,2.0,130.5,50,45,1250000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
290,Nincada,3,Bug,Ground,Trainee Pokémon,0,45,30,90,30,31,40,266,0.5,5.5,50,255,600000,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2
291,Ninjask,3,Bug,Flying,Ninja Pokémon,0,90,50,45,50,61,160,456,0.8,12.0,50,120,600000,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
292,Shedinja,3,Bug,Ghost,Shed Pokémon,0,90,30,45,30,1,40,236,0.8,1.2,,45,600000,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1
293,Whismur,3,Normal,,Whisper Pokémon,0,51,51,23,23,64,28,240,0.6,16.3,50,190,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
294,Loudred,3,Normal,,Big Voice Pokémon,0,71,71,43,43,84,48,360,1.0,40.5,50,120,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
295,Exploud,3,Normal,,Loud Noise Pokémon,0,91,91,63,73,104,68,490,1.5,84.0,50,45,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
296,Makuhita,3,Fighting,,Guts Pokémon,0,60,20,30,30,72,25,237,1.0,86.4,75.4,180,1640000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
297,Hariyama,3,Fighting,,Arm Thrust Pokémon,0,120,40,60,60,144,50,474,2.3,253.8,75.4,200,1640000,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
298,Azurill,3,Normal,Fairy,Polka Dot Pokémon,0,20,20,40,40,50,20,190,0.2,2.0,24.6,150,800000,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
299,Nosepass,3,Rock,,Compass Pokémon,0,45,45,135,90,30,30,375,1.0,97.0,50,255,1000000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
300,Skitty,3,Normal,,Kitten Pokémon,0,45,35,45,35,50,50,260,0.6,11.0,24.6,255,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
301,Delcatty,3,Normal,,Prim Pokémon,0,65,55,65,55,70,90,400,1.1,32.6,24.6,60,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
302,Sableye,3,Dark,Ghost,Darkness Pokémon,0,85,85,125,115,50,20,480,0.5,11.0,50,45,1059860,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
303,Mawile,3,Steel,Fairy,Deceiver Pokémon,0,105,55,125,95,50,50,480,0.6,11.5,50,45,800000,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
304,Aron,3,Steel,Rock,Iron Armor Pokémon,0,70,40,100,40,50,30,330,0.4,60.0,50,180,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
305,Lairon,3,Steel,Rock,Iron Armor Pokémon,0,90,50,140,50,60,40,430,0.9,120.0,50,90,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
306,Aggron,3,Steel,Rock,Iron Armor Pokémon,0,140,60,230,80,70,50,630,2.1,360.0,50,45,1250000,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
307,Meditite,3,Fighting,Psychic,Meditate Pokémon,0,40,40,55,55,30,60,280,0.6,11.2,50,180,1000000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
308,Medicham,3,Fighting,Psychic,Meditate Pokémon,0,100,80,85,85,60,100,510,1.3,31.5,50,90,1000000,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
309,Electrike,3,Electric,,Lightning Pokémon,0,45,65,40,40,40,65,295,0.6,15.2,50,120,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
310,Manectric,3,Electric,,Discharge Pokémon,0,75,135,80,80,70,135,575,1.5,40.2,50,45,1250000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
311,Plusle,3,Electric,,Cheering Pokémon,0,50,85,40,75,60,95,405,0.4,4.2,50,200,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
312,Minun,3,Electric,,Cheering Pokémon,0,40,75,50,85,60,95,405,0.4,4.2,50,200,1000000,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
313,Volbeat,3,Bug,,Firefly Pokémon,0,73,47,75,85,65,85,430,0.7,17.7,100,150,600000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
314,Illumise,3,Bug,,Firefly Pokémon,0,47,73,75,85,65,85,430,0.6,17.7,0,150,1640000,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
315,Roselia,3,Grass,Poison,Thorn Pokémon,0,60,100,45,80,50,65,400,0.3,2.0,50,150,1059860,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
316,Gulpin,3,Poison,,Stomach Pokémon,0,43,43,53,53,70,40,302,0.4,10.3,50,225,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
317,Swalot,3,Poison,,Poison Bag Pokémon,0,73,73,83,83,100,55,467,1.7,80.0,50,75,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
318,Carvanha,3,Water,Dark,Savage Pokémon,0,90,65,20,20,45,65,305,0.8,20.8,50,225,1250000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
319,Sharpedo,3,Water,Dark,Brutal Pokémon,0,140,110,70,65,70,105,560,1.8,88.8,50,60,1250000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
320,Wailmer,3,Water,,Ball Whale Pokémon,0,70,70,35,35,130,60,400,2.0,130.0,50,125,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
321,Wailord,3,Water,,Float Whale Pokémon,0,90,90,45,45,170,60,500,14.5,398.0,50,60,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
322,Numel,3,Fire,Ground,Numb Pokémon,0,60,65,40,45,60,35,305,0.7,24.0,50,255,1000000,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
323,Camerupt,3,Fire,Ground,Eruption Pokémon,0,120,145,100,105,70,20,560,1.9,220.0,50,150,1000000,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
324,Torkoal,3,Fire,,Coal Pokémon,0,85,85,140,70,70,20,470,0.5,80.4,50,90,1000000,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
325,Spoink,3,Psychic,,Bounce Pokémon,0,25,70,35,80,60,60,330,0.7,30.6,50,255,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
326,Grumpig,3,Psychic,,Manipulate Pokémon,0,45,90,65,110,80,80,470,0.9,71.5,50,60,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
327,Spinda,3,Normal,,Spot Panda Pokémon,0,60,60,60,60,60,60,360,1.1,5.0,50,255,800000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
328,Trapinch,3,Ground,,Ant Pit Pokémon,0,100,45,45,45,45,10,290,0.7,15.0,50,255,1059860,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
329,Vibrava,3,Ground,Dragon,Vibration Pokémon,0,70,50,50,50,50,70,340,1.1,15.3,50,120,1059860,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
330,Flygon,3,Ground,Dragon,Mystic Pokémon,0,100,80,80,80,80,100,520,2.0,82.0,50,45,1059860,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
331,Cacnea,3,Grass,,Cactus Pokémon,0,85,85,40,40,50,35,335,0.4,51.3,50,190,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
332,Cacturne,3,Grass,Dark,Scarecrow Pokémon,0,115,115,60,60,70,55,475,1.3,77.4,50,60,1059860,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
333,Swablu,3,Normal,Flying,Cotton Bird Pokémon,0,40,40,60,75,45,50,310,0.4,1.2,50,255,600000,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
334,Altaria,3,Dragon,Flying,Humming Pokémon,0,110,110,110,105,75,80,590,1.1,20.6,50,45,600000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
335,Zangoose,3,Normal,,Cat Ferret Pokémon,0,115,60,60,60,73,90,458,1.3,40.3,50,90,600000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
336,Seviper,3,Poison,,Fang Snake Pokémon,0,100,100,60,60,73,65,458,2.7,52.5,50,90,1640000,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
337,Lunatone,3,Rock,Psychic,Meteorite Pokémon,0,55,95,65,85,90,70,460,1.0,168.0,,45,800000,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
338,Solrock,3,Rock,Psychic,Meteorite Pokémon,0,95,55,85,65,90,70,460,1.2,154.0,,45,800000,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
339,Barboach,3,Water,Ground,Whiskers Pokémon,0,48,46,43,41,50,60,288,0.4,1.9,50,190,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
340,Whiscash,3,Water,Ground,Whiskers Pokémon,0,78,76,73,71,110,60,468,0.9,23.6,50,75,1000000,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
341,Corphish,3,Water,,Ruffian Pokémon,0,80,50,65,35,43,35,308,0.6,11.5,50,205,1640000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
342,Crawdaunt,3,Water,Dark,Rogue Pokémon,0,120,90,85,55,63,55,468,1.1,32.8,50,155,1640000,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
343,Baltoy,3,Ground,Psychic,Clay Doll Pokémon,0,40,40,55,70,40,55,300,0.5,21.5,,255,1000000,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
344,Claydol,3,Ground,Psychic,Clay Doll Pokémon,0,70,70,105,120,60,75,500,1.5,108.0,,90,1000000,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
345,Lileep,3,Rock,Grass,Sea Lily Pokémon,0,41,61,77,87,66,23,355,1.0,23.8,88.1,45,600000,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
346,Cradily,3,Rock,Grass,Barnacle Pokémon,0,81,81,97,107,86,43,495,1.5,60.4,88.1,45,600000,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
347,Anorith,3,Rock,Bug,Old Shrimp Pokémon,0,95,40,50,50,45,75,355,0.7,12.5,88.1,45,600000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
348,Armaldo,3,Rock,Bug,Plate Pokémon,0,125,70,100,80,75,45,495,1.5,68.2,88.1,45,600000,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
349,Feebas,3,Water,,Fish Pokémon,0,15,10,20,55,20,80,200,0.6,7.4,50,255,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
350,Milotic,3,Water,,Tender Pokémon,0,60,100,79,125,95,81,540,6.2,162.0,50,60,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
351,Castform,3,Normal,,Weather Pokémon,0,70,70,70,70,70,70,420,0.3,0.8,50,45,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
352,Kecleon,3,Normal,,Color Swap Pokémon,0,90,60,70,120,60,40,440,1.0,22.0,50,200,1059860,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
353,Shuppet,3,Ghost,,Puppet Pokémon,0,75,63,35,33,44,45,295,0.6,2.3,50,225,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
354,Banette,3,Ghost,,Marionette Pokémon,0,165,93,75,83,64,75,555,1.1,12.5,50,45,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
355,Duskull,3,Ghost,,Requiem Pokémon,0,40,30,90,90,20,25,295,0.8,15.0,50,190,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
356,Dusclops,3,Ghost,,Beckon Pokémon,0,70,60,130,130,40,25,455,1.6,30.6,50,90,800000,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
357,Tropius,3,Grass,Flying,Fruit Pokémon,0,68,72,83,87,99,51,460,2.0,100.0,50,200,1250000,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
358,Chimecho,3,Psychic,,Wind Chime Pokémon,0,50,95,80,90,75,65,455,0.6,1.0,50,45,800000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
359,Absol,3,Dark,,Disaster Pokémon,0,150,115,60,60,65,115,565,1.2,47.0,50,30,1059860,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
360,Wynaut,3,Psychic,,Bright Pokémon,0,23,23,48,48,95,23,260,0.6,14.0,50,125,1000000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
361,Snorunt,3,Ice,,Snow Hat Pokémon,0,50,50,50,50,50,50,300,0.7,16.8,50,190,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
362,Glalie,3,Ice,,Face Pokémon,0,120,120,80,80,80,100,580,1.5,256.5,50,75,1000000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
363,Spheal,3,Ice,Water,Clap Pokémon,0,40,55,50,50,70,25,290,0.8,39.5,50,255,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
364,Sealeo,3,Ice,Water,Ball Roll Pokémon,0,60,75,70,70,90,45,410,1.1,87.6,50,120,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
365,Walrein,3,Ice,Water,Ice Break Pokémon,0,80,95,90,90,110,65,530,1.4,150.6,50,45,1059860,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5
366,Clamperl,3,Water,,Bivalve Pokémon,0,64,74,85,55,35,32,345,0.4,52.5,50,255,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
367,Huntail,3,Water,,Deep Sea Pokémon,0,104,94,105,75,55,52,485,1.7,27.0,50,60,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
368,Gorebyss,3,Water,,South Sea Pokémon,0,84,114,105,75,55,52,485,1.8,22.6,50,60,600000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
369,Relicanth,3,Water,Rock,Longevity Pokémon,0,90,45,130,65,100,55,485,1.0,23.4,88.1,25,1250000,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1
370,Luvdisc,3,Water,,Rendezvous Pokémon,0,30,40,55,65,43,97,330,0.6,8.7,24.6,225,800000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
371,Bagon,3,Dragon,,Rock Head Pokémon,0,75,40,60,30,45,50,300,0.6,42.1,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
372,Shelgon,3,Dragon,,Endurance Pokémon,0,95,60,100,50,65,50,420,1.1,110.5,50,45,1250000,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
373,Salamence,3,Dragon,Flying,Dragon Pokémon,0,145,120,130,90,95,120,700,1.5,102.6,50,45,1250000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
374,Beldum,3,Steel,Psychic,Iron Ball Pokémon,0,55,35,80,60,40,30,300,0.6,95.2,,3,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
375,Metang,3,Steel,Psychic,Iron Claw Pokémon,0,75,55,100,80,60,50,420,1.2,202.5,,3,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
376,Metagross,3,Steel,Psychic,Iron Leg Pokémon,0,145,105,150,110,80,110,700,1.6,550.0,,3,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
377,Regirock,3,Rock,,Rock Peak Pokémon,1,100,50,200,100,80,50,580,1.7,230.0,,3,1250000,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
378,Regice,3,Ice,,Iceberg Pokémon,1,50,100,100,200,80,50,580,1.8,175.0,,3,1250000,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
379,Registeel,3,Steel,,Iron Pokémon,1,75,75,150,150,80,50,580,1.9,205.0,,3,1250000,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1
380,Latias,3,Dragon,Psychic,Eon Pokémon,1,100,140,120,150,80,110,700,1.4,40.0,0,3,1250000,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
381,Latios,3,Dragon,Psychic,Eon Pokémon,1,130,160,100,120,80,110,700,2.0,60.0,100,3,1250000,2,2,2,0.5,2,0.5,0.5,1,2,0.5,1,2,1,1,0.5,1,1,0.5
382,Kyogre,3,Water,,Sea Basin Pokémon,1,150,180,90,160,100,90,770,4.5,352.0,,3,1250000,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
383,Groudon,3,Ground,,Continent Pokémon,1,180,150,160,90,100,90,770,3.5,950.0,,3,1250000,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
384,Rayquaza,3,Dragon,Flying,Sky High Pokémon,1,180,180,100,100,105,115,780,7.0,206.5,,45,1250000,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
385,Jirachi,3,Steel,Psychic,Wish Pokémon,1,100,100,100,100,100,100,600,0.3,1.1,,3,1250000,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
386,Deoxys,3,Psychic,,DNA Pokémon,1,95,95,90,90,50,180,600,1.7,60.8,,3,1250000,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
387,Turtwig,4,Grass,,Tiny Leaf Pokémon,0,68,45,64,55,55,31,318,0.4,10.2,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
388,Grotle,4,Grass,,Grove Pokémon,0,89,55,85,65,75,36,405,1.1,97.0,88.1,45,1059860,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
389,Torterra,4,Grass,Ground,Continent Pokémon,0,109,75,105,85,95,56,525,2.2,310.0,88.1,45,1059860,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1
390,Chimchar,4,Fire,,Chimp Pokémon,0,58,58,44,44,44,61,309,0.5,6.2,88.1,45,1059860,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
391,Monferno,4,Fire,Fighting,Playful Pokémon,0,78,78,52,52,64,81,405,0.9,22.0,88.1,45,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
392,Infernape,4,Fire,Fighting,Flame Pokémon,0,104,104,71,71,76,108,534,1.2,55.0,88.1,45,1059860,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
393,Piplup,4,Water,,Penguin Pokémon,0,51,61,53,56,53,40,314,0.4,5.2,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
394,Prinplup,4,Water,,Penguin Pokémon,0,66,81,68,76,64,50,405,0.8,23.0,88.1,45,1059860,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
395,Empoleon,4,Water,Steel,Emperor Pokémon,0,86,111,88,101,84,60,530,1.7,84.5,88.1,45,1059860,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5
396,Starly,4,Normal,Flying,Starling Pokémon,0,55,30,30,30,40,60,245,0.3,2.0,50,255,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
397,Staravia,4,Normal,Flying,Starling Pokémon,0,75,40,50,40,55,80,340,0.6,15.5,50,120,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
398,Staraptor,4,Normal,Flying,Predator Pokémon,0,120,50,70,60,85,100,485,1.2,24.9,50,45,1059860,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
399,Bidoof,4,Normal,,Plump Mouse Pokémon,0,45,35,40,40,59,31,250,0.5,20.0,50,255,1000000,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
400,Bibarel,4,Normal,Water,Beaver Pokémon,0,85,55,60,60,79,71,410,1.0,31.5,50,127,1000000,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5
401,Kricketot,4,Bug,,Cricket Pokémon,0,25,25,41,41,37,25,194,0.3,2.2,50,255,1059860,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
402,Kricketune,4,Bug,,Cricket Pokémon,0,85,55,51,51,77,65,384,1.0,25.5,50,45,1059860,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
403,Shinx,4,Electric,,Flash Pokémon,0,65,40,34,34,45,45,263,0.5,9.5,50,235,1059860,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
